5.000000000000000278e-02 1.019140483041551387e-01 2.779307241787040868e-03
1.499999999999999944e-01 9.208404933787490976e-02 3.657107773850803469e-03
2.500000000000000000e-01 7.594789415247762965e-02 3.614555686492421701e-03
3.499999999999999778e-01 5.822555823913382056e-02 3.831637016456945332e-03
4.500000000000000111e-01 3.946227333108815599e-02 2.759269215383461891e-03
5.500000000000000444e-01 1.513239059254052610e-02 2.489394515370689943e-03
6.500000000000000222e-01 -6.126491008323931356e-03 3.076831429113177641e-03
7.500000000000000000e-01 -2.206673067203730743e-02 1.561542173186761338e-03
8.499999999999999778e-01 -2.869866001029883207e-02 1.786348986863235981e-03
9.000000000000000222e-01 -2.749223028483653228e-02 1.737334879904767638e-03
9.499999999999999556e-01 -1.732105218408727665e-02 1.844808766727331663e-03
9.699999999999999734e-01 -1.219069320908884070e-02 2.661635043302482996e-03
1.000000000000000000e+00 1.627909343354263074e-03 1.953318240714074869e-03
