5.000000000000000278e-02 1.046170637352493299e-01 5.281595618071530628e-03
1.499999999999999944e-01 9.151950502976240187e-02 4.450475615871200136e-03
2.500000000000000000e-01 7.518051555215543580e-02 2.411320559852468421e-03
3.499999999999999778e-01 5.911611123677912305e-02 4.282628139976177480e-03
4.500000000000000111e-01 3.675607139585344157e-02 3.854798275735409323e-03
5.500000000000000444e-01 1.574302188089061333e-02 3.636223198539110992e-03
6.500000000000000222e-01 -7.209819640813627979e-03 4.264015962410577787e-03
7.500000000000000000e-01 -2.141452571106480102e-02 2.860673622862727316e-03
8.499999999999999778e-01 -2.889357294805609475e-02 2.649155718069159948e-03
9.000000000000000222e-01 -2.479259462151517379e-02 3.502817452695484914e-03
9.499999999999999556e-01 -1.802190629060733060e-02 3.116687030561596586e-03
9.699999999999999734e-01 -1.243513286672653234e-02 2.257095709048980315e-03
1.000000000000000000e+00 -8.957983451698120622e-04 3.993537748414460742e-03
